Educational Qualification of Tamil Nadu MLA's,Assets of all MLA's in Tamil Nadu,List of Tamil Nadu MLA's with Criminal Records,,,
Jayakumar | Perundurai | AIADMK | Others,"S. Thenmozhi | Nilakkottai | AIADMK | ? 17,45,34,231",S. Thenmozhi | Nilakkottai | AIADMK | 0,,,
Jayaraman | Pollachi | AIADMK | Doctorate,"R. Sakkarapani | Oddanchatram | DMK | ? 9,48,67,797",R. Sakkarapani | Oddanchatram | DMK | 6,,,
Agri Krishnamoorthy | Polur | AIADMK | Graduate Professional,"R.mani | Omalur | AIADMK | ? 4,98,71,511",R.mani | Omalur | AIADMK | 1,,,
Durai Chandrasekhar | Ponneri | INC | Graduate Professional,"Vaithiyalingam | Orathanadu | AIADMK | ? 3,27,67,707",Vaithiyalingam | Orathanadu | AIADMK | 0,,,
Nivetha Murugan | Poompuhar | DMK | NA,"Shanmugayyaa | Ottapidaram | DMK | ? 1,42,58,275",Shanmugayyaa | Ottapidaram | DMK | 10,,,
A Krishnasami | Poonamallee | DMK | Graduate Professional,"Mano Thangaraj | Padmanabhapuram | DMK | ? 23,39,869",Mano Thangaraj | Padmanabhapuram | DMK | 29,,,
Muthuraja | Pudukkottai | DMK | Graduate Professional,"K.p.anbazhagan | Palacode | AIADMK | ? 18,83,04,297",K.p.anbazhagan | Palacode | AIADMK | 0,,,
M.appavu | Radhapuram | DMK | 12th Pass,"I.p.senthilkumar | Palani | DMK | ? 8,06,15,229",I.p.senthilkumar | Palani | DMK | 14,,,
Thangapandiyan | Rajapalayam | DMK | NA,"Abdul Wahab | Palayamkottai | DMK | ? 2,27,18,035",Abdul Wahab | Palayamkottai | DMK | 26,,,
Kadhar Batcha Alas Muthuramalingam | Ramanathapuram | DMK | 12th Pass,"M.s.m.anandhan | Palladam | AIADMK | ? 7,97,05,395",M.s.m.anandhan | Palladam | AIADMK | 0,,,
Gandhi | Ranipet | DMK | 10th Pass,"Karunanidhi | Pallavaram | DMK | ? 1,00,08,315",Karunanidhi | Pallavaram | DMK | 12,,,
Dr.m.madhivendhan | Rasipuram | DMK | Graduate Professional,"Velmurugan | Panruti | TVK | ? 23,93,638",Velmurugan | Panruti | TVK | 17,,,
Vasantham Karthikeyan | Rishivandiyam | DMK | Graduate Professional,"M. H. Jawahirullah | Papanasam | MMK | ? 2,75,69,226",M. H. Jawahirullah | Papanasam | MMK | 1,,,
Ira Moorthi | Royapuram | DMK | 10th Pass,"A.govindasami | Pappireddippatti | AIADMK | ? 2,84,79,202",A.govindasami | Pappireddippatti | AIADMK | 0,,,
Ma Subramaniam | Saidapet | DMK | NA,"Murugesan | Paramakudi | DMK | ? 1,80,40,919",Murugesan | Paramakudi | DMK | 0,,,
R Rajendhiran | Salem (North) | DMK | Graduate Professional,"S.sekar | Paramathi-Velur | AIADMK | ? 2,26,61,492",S.sekar | Paramathi-Velur | AIADMK | 0,,,
Balasubramanian | Salem (South) | AIADMK | Graduate,"Annadurai | Pattukkottai | DMK | ? 1,82,32,530",Annadurai | Pattukkottai | DMK | 6,,,
R.arul | Salem (West) | PMK | Graduate,"G.k.mani | Pennagaram | PMK | ? 73,23,252",G.k.mani | Pennagaram | PMK | 8,,,
E.raja | Sankarankovil | DMK | Post Graduate,"M Prabhakaran | Perambalur | DMK | ? 3,36,82,246",M Prabhakaran | Perambalur | DMK | 6,,,
Tha Udhayasuriyan | Sankarapuram | DMK | Graduate,"R D Sekar | Perambur | DMK | ? 1,28,91,842",R D Sekar | Perambur | DMK | 10,,,
Sundaraj | Sankari | AIADMK | Graduate,"N Ashok Kumar | Peravurani | DMK | ? 6,10,20,192",N Ashok Kumar | Peravurani | DMK | 0,,,
A.r.raguraman | Sattur | MDMK | Graduate Professional,"K S Saravanakumar | Periyakulam | DMK | ? 2,32,85,964",K S Saravanakumar | Periyakulam | DMK | 4,,,
K Ponnusami | Senthamangalam | DMK | 8th Pass,"Jayakumar | Perundurai | AIADMK | ? 8,72,19,470",Jayakumar | Perundurai | AIADMK | 0,,,
Venkatesan | Sholavandan | DMK | Graduate,"Jayaraman | Pollachi | AIADMK | ? 30,88,96,045",Jayaraman | Pollachi | AIADMK | 0,,,
Aravind Ramesh | Shozhinganallur | DMK | 8th Pass,"Agri Krishnamoorthy | Polur | AIADMK | ? 7,53,97,719",Agri Krishnamoorthy | Polur | AIADMK | 1,,,
A.m.munirathinam | Sholingur | INC | 10th Pass,"Durai Chandrasekhar | Ponneri | INC | ? 66,71,323",Durai Chandrasekhar | Ponneri | INC | 1,,,
K.r.jayaram | Singanallur | AIADMK | 8th Pass,Nivetha Murugan | Poompuhar | DMK | ? NA,Nivetha Murugan | Poompuhar | DMK | NA,,,
Mu Panneerselvam | Sirkazhi | DMK | Post Graduate,"A Krishnasami | Poonamallee | DMK | ? 13,13,17,837",A Krishnasami | Poonamallee | DMK | 8,,,
Senthilnathan | Sivaganga | AIADMK | Graduate Professional,"Muthuraja | Pudukkottai | DMK | ? 9,12,18,510",Muthuraja | Pudukkottai | DMK | 0,,,
A.m.s.g.ashokan | Sivakasi | INC | Graduate,"M.appavu | Radhapuram | DMK | ? 2,53,54,570",M.appavu | Radhapuram | DMK | 7,,,
K.selvaperunthagai | Sriperumbudur | INC | Graduate Professional,Thangapandiyan | Rajapalayam | DMK | ? NA,Thangapandiyan | Rajapalayam | DMK | NA,,,
M.palaniandi | Srirangam | DMK | 8th Pass,"Kadhar Batcha Alas Muthuramalingam | Ramanathapuram | DMK | ? 1,02,60,895",Kadhar Batcha Alas Muthuramalingam | Ramanathapuram | DMK | 5,,,
Urvasi S.amirtharaj | Srivaikuntam | INC | Post Graduate,"Gandhi | Ranipet | DMK | ? 47,94,13,150",Gandhi | Ranipet | DMK | 3,,,
Maanraj | Srivilliputhur | AIADMK | Graduate,"Dr.m.madhivendhan | Rasipuram | DMK | ? 5,22,43,724",Dr.m.madhivendhan | Rasipuram | DMK | 0,,,
Vp Kandhasamy | Sulur | AIADMK | Graduate,"Vasantham Karthikeyan | Rishivandiyam | DMK | ? 15,22,01,957",Vasantham Karthikeyan | Rishivandiyam | DMK | 34,,,
S R Raja | Tambaram | DMK | 8th Pass,"Ira Moorthi | Royapuram | DMK | ? 1,12,19,58,217",Ira Moorthi | Royapuram | DMK | 0,,,
S.palani Nadar | Tenkasi | INC | NA,Ma Subramaniam | Saidapet | DMK | ? NA,Ma Subramaniam | Saidapet | DMK | NA,,,
Ramachandran | Thalli | CPI | Graduate Professional,"R Rajendhiran | Salem (North) | DMK | ? 2,60,63,861",R Rajendhiran | Salem (North) | DMK | 16,,,
Tkg Neelamegam | Thanjavur | DMK | 8th Pass,"Balasubramanian | Salem (South) | AIADMK | ? 3,56,09,566",Balasubramanian | Salem (South) | AIADMK | 0,,,
Thayagam Kavi | Thiru-vi-ka-nagar | DMK | Post Graduate,"R.arul | Salem (West) | PMK | ? 5,43,04,970",R.arul | Salem (West) | PMK | 7,,,
R.b.udhayakumar | Thirumangalam | AIADMK | Post Graduate,"E.raja | Sankarankovil | DMK | ? 6,31,56,370",E.raja | Sankarankovil | DMK | 3,,,
Ragupathi | Thirumayam | DMK | Graduate Professional,"Tha Udhayasuriyan | Sankarapuram | DMK | ? 8,81,92,627",Tha Udhayasuriyan | Sankarapuram | DMK | 38,,,
Rajan Chellapa | Thiruparankundram | AIADMK | Post Graduate,"Sundaraj | Sankari | AIADMK | ? 3,03,07,813",Sundaraj | Sankari | AIADMK | 0,,,
S.s.balaji | Thiruporur | VCK | Graduate Professional,"A.r.raguraman | Sattur | MDMK | ? 1,80,72,721",A.r.raguraman | Sattur | MDMK | 0,,,
Marimuthu | Thiruthuraipoondi | CPI | 12th Pass,"K Ponnusami | Senthamangalam | DMK | ? 76,65,424",K Ponnusami | Senthamangalam | DMK | 0,,,
Durai Chandrasekaran | Thiruvaiyaru | DMK | Graduate Professional,"Venkatesan | Sholavandan | DMK | ? 1,63,61,245",Venkatesan | Sholavandan | DMK | 0,,,
Rajendran | Thiruvallur | DMK | NA,"Aravind Ramesh | Shozhinganallur | DMK | ? 28,59,05,344",Aravind Ramesh | Shozhinganallur | DMK | 22,,,
Poondi Kalaivanan | Thiruvarur | DMK | 12th Pass,"A.m.munirathinam | Sholingur | INC | ? 70,32,68,591",A.m.munirathinam | Sholingur | INC | 2,,,
Anbil Mahesh Poyyamozhi | Thiruverumbur | DMK | Post Graduate,"K.r.jayaram | Singanallur | AIADMK | ? 90,32,17,625",K.r.jayaram | Singanallur | AIADMK | 0,,,
Kovi Chezhiyan | Thiruvidaimarudur | DMK | NA,"Mu Panneerselvam | Sirkazhi | DMK | ? 2,08,90,000",Mu Panneerselvam | Sirkazhi | DMK | 11,,,
Sankar | Thiruvottiyur | DMK | 8th Pass,"Senthilnathan | Sivaganga | AIADMK | ? 7,20,08,344",Senthilnathan | Sivaganga | AIADMK | 1,,,
J Karunanidhi | Thiyagarayanagar | DMK | 8th Pass,"A.m.s.g.ashokan | Sivakasi | INC | ? 49,46,69,749",A.m.s.g.ashokan | Sivakasi | INC | 3,,,
S.p.velumani | Thondamuthur | AIADMK | Post Graduate,"K.selvaperunthagai | Sriperumbudur | INC | ? 27,54,57,744",K.selvaperunthagai | Sriperumbudur | INC | 3,,,
Geetha Jeevan | Thoothukkudi | DMK | Post Graduate,"M.palaniandi | Srirangam | DMK | ? 9,07,42,428",M.palaniandi | Srirangam | DMK | 7,,,
Dr. Ezhilan | Thousand Lights | DMK | Graduate Professional,"Urvasi S.amirtharaj | Srivaikuntam | INC | ? 69,25,72,391",Urvasi S.amirtharaj | Srivaikuntam | INC | 0,,,
Stalin Kumar | Thuraiyur | DMK | Graduate Professional,"Maanraj | Srivilliputhur | AIADMK | ? 1,10,24,579",Maanraj | Srivilliputhur | AIADMK | 0,,,
Arjunan | Tindivanam | AIADMK | 10th Pass,"Vp Kandhasamy | Sulur | AIADMK | ? 4,38,93,608",Vp Kandhasamy | Sulur | AIADMK | 0,,,
Anitha Radhakrishnan | Tiruchendur | DMK | 10th Pass,"S R Raja | Tambaram | DMK | ? 27,41,69,999",S R Raja | Tambaram | DMK | 3,,,
E.r.eshwaran | Tiruchengodu | KMDK | Graduate Professional,S.palani Nadar | Tenkasi | INC | ? NA,S.palani Nadar | Tenkasi | INC | NA,,,
Inigo Irudhayaraj | Tiruchirappalli (East) | DMK | Doctorate,"Ramachandran | Thalli | CPI | ? 5,18,96,937",Ramachandran | Thalli | CPI | 25,,,
K.n.nehru | Tiruchirappalli (West) | DMK | 12th Pass,"Tkg Neelamegam | Thanjavur | DMK | ? 96,07,836",Tkg Neelamegam | Thanjavur | DMK | 5,,,
Thangam Thennarasu | Tiruchuli | DMK | Graduate Professional,"Thayagam Kavi | Thiru-vi-ka-nagar | DMK | ? 2,05,16,556",Thayagam Kavi | Thiru-vi-ka-nagar | DMK | 15,,,
K.ponmudi | Tirukkoyilur | DMK | Doctorate,"R.b.udhayakumar | Thirumangalam | AIADMK | ? 1,82,70,625",R.b.udhayakumar | Thirumangalam | AIADMK | 0,,,
Naimar Nagendran | Tirunelveli | BJP | Post Graduate,"Ragupathi | Thirumayam | DMK | ? 15,32,61,761",Ragupathi | Thirumayam | DMK | 23,,,
Nallathambi | Tirupattur | DMK | 10th Pass,"Rajan Chellapa | Thiruparankundram | AIADMK | ? 6,54,33,366",Rajan Chellapa | Thiruparankundram | AIADMK | 0,,,
K R Periyakaruppan | Tiruppattur | DMK | Graduate,"S.s.balaji | Thiruporur | VCK | ? 3,10,99,633",S.s.balaji | Thiruporur | VCK | 2,,,
Vijayakumar | Tiruppur (North) | AIADMK | 5th Pass,"Marimuthu | Thiruthuraipoondi | CPI | ? 3,30,460",Marimuthu | Thiruthuraipoondi | CPI | 3,,,
K. Selvaraj | Tiruppur (South) | DMK | 5th Pass,"Durai Chandrasekaran | Thiruvaiyaru | DMK | ? 3,26,95,819",Durai Chandrasekaran | Thiruvaiyaru | DMK | 10,,,
S Chandran | Tiruttani | DMK | Graduate Professional,Rajendran | Thiruvallur | DMK | ? NA,Rajendran | Thiruvallur | DMK | NA,,,
R.m.karumanickam | Tiruvadanai | INC | Graduate Professional,"Poondi Kalaivanan | Thiruvarur | DMK | ? 3,08,30,904",Poondi Kalaivanan | Thiruvarur | DMK | 49,,,
A V Velu | Tiruvannamalai | DMK | Post Graduate,"Anbil Mahesh Poyyamozhi | Thiruverumbur | DMK | ? 9,01,50,300",Anbil Mahesh Poyyamozhi | Thiruverumbur | DMK | 9,,,
C V Ganesan | Tittagudi (SC) | DMK | Post Graduate,Kovi Chezhiyan | Thiruvidaimarudur | DMK | ? NA,Kovi Chezhiyan | Thiruvidaimarudur | DMK | NA,,,
R.ganesh | Udhagamandalam | INC | Post Graduate,"Sankar | Thiruvottiyur | DMK | ? 4,54,20,547",Sankar | Thiruvottiyur | DMK | 2,,,
K.radhakrishnan | Udumalaipettai | AIADMK | Graduate,"J Karunanidhi | Thiyagarayanagar | DMK | ? 3,44,08,856",J Karunanidhi | Thiyagarayanagar | DMK | 3,,,
A J Manikannan | Ulundurpettai | DMK | 10th Pass,"S.p.velumani | Thondamuthur | AIADMK | ? 5,59,31,162",S.p.velumani | Thondamuthur | AIADMK | 0,,,
Aiyappan | Usilampatti | AIADMK | Graduate,"Geetha Jeevan | Thoothukkudi | DMK | ? 9,82,76,048",Geetha Jeevan | Thoothukkudi | DMK | 15,,,
T.m.tamilselvm | Uthangarai | AIADMK | 10th Pass,"Dr. Ezhilan | Thousand Lights | DMK | ? 1,18,51,770",Dr. Ezhilan | Thousand Lights | DMK | 0,,,
Sundar | Uthiramerur | DMK | Graduate,"Stalin Kumar | Thuraiyur | DMK | ? 63,89,252",Stalin Kumar | Thuraiyur | DMK | 13,,,
Amul Kandhasamy | Valparai | AIADMK | 10th Pass,"Arjunan | Tindivanam | AIADMK | ? 1,51,97,130",Arjunan | Tindivanam | AIADMK | 0,,,
S Ambethkumar | Vandavasi | DMK | NA,"Anitha Radhakrishnan | Tiruchendur | DMK | ? 5,28,70,844",Anitha Radhakrishnan | Tiruchendur | DMK | 16,,,
Senthilkumar | Vaniyambadi | AIADMK | Graduate Professional,"E.r.eshwaran | Tiruchengodu | KMDK | ? 40,94,77,265",E.r.eshwaran | Tiruchengodu | KMDK | 5,,,
Chakkarabani | Vanur | AIADMK | Graduate,"Inigo Irudhayaraj | Tiruchirappalli (East) | DMK | ? 17,37,11,662",Inigo Irudhayaraj | Tiruchirappalli (East) | DMK | 2,,,
Sathan Tirumalaikumar | Vasudevanallur | MDMK | Graduate Professional,"K.n.nehru | Tiruchirappalli (West) | DMK | ? 3,93,91,122",K.n.nehru | Tiruchirappalli (West) | DMK | 10,,,
S.gandhirajan | Vedasandur | DMK | Graduate Professional,"Thangam Thennarasu | Tiruchuli | DMK | ? 11,87,61,867",Thangam Thennarasu | Tiruchuli | DMK | 7,,,
O.s. Maniyan | Vedaranyam | AIADMK | Others,"K.ponmudi | Tirukkoyilur | DMK | ? 17,42,07,991",K.ponmudi | Tirukkoyilur | DMK | 13,,,
M.raja | Veerapandi | AIADMK | Graduate,"Naimar Nagendran | Tirunelveli | BJP | ? 26,77,72,882",Naimar Nagendran | Tirunelveli | BJP | 1,,,
J.m.h.hassan | Velachery | INC | Post Graduate,"Nallathambi | Tirupattur | DMK | ? 1,95,36,484",Nallathambi | Tirupattur | DMK | 5,,,
Karthikeyan | Vellore | DMK | 5th Pass,"K R Periyakaruppan | Tiruppattur | DMK | ? 8,70,31,084",K R Periyakaruppan | Tiruppattur | DMK | 18,,,
K.p. Munusamy | Veppanahalli | AIADMK | Graduate Professional,"Vijayakumar | Tiruppur (North) | AIADMK | ? 2,42,87,144",Vijayakumar | Tiruppur (North) | AIADMK | 0,,,
Na Pugazhendhi | Vikravandi | DMK | 8th Pass,"K. Selvaraj | Tiruppur (South) | DMK | ? 2,53,57,510",K. Selvaraj | Tiruppur (South) | DMK | 4,,,
Markandeyan | Vilathikulam | DMK | Graduate Professional,"S Chandran | Tiruttani | DMK | ? 4,49,32,385",S Chandran | Tiruttani | DMK | 0,,,
Vijayatharani | Vilavancode | INC | Graduate Professional,"R.m.karumanickam | Tiruvadanai | INC | ? 3,11,30,586",R.m.karumanickam | Tiruvadanai | INC | 0,,,
Vetriyazhagan | Villivakkam | DMK | Post Graduate,"A V Velu | Tiruvannamalai | DMK | ? 23,32,27,340",A V Velu | Tiruvannamalai | DMK | 7,,,
R Lakshmanan | Villupuram | DMK | Graduate Professional,"C V Ganesan | Tittagudi (SC) | DMK | ? 9,49,32,500",C V Ganesan | Tittagudi (SC) | DMK | 0,,,
Vijayabaskar | Viralimalai | AIADMK | Graduate Professional,"R.ganesh | Udhagamandalam | INC | ? 2,15,67,308",R.ganesh | Udhagamandalam | INC | 1,,,
A.r.r.srinivasan | Virudhunagar | DMK | 12th Pass,"K.radhakrishnan | Udumalaipettai | AIADMK | ? 2,12,33,053",K.radhakrishnan | Udumalaipettai | AIADMK | 1,,,
A M V Prabhakar Raja | Virugampakkam | DMK | Post Graduate,"A J Manikannan | Ulundurpettai | DMK | ? 5,39,57,979",A J Manikannan | Ulundurpettai | DMK | 4,,,
M.r.r.radhakrishnan | Vridhachalam | INC | 10th Pass,"Aiyappan | Usilampatti | AIADMK | ? 50,13,217",Aiyappan | Usilampatti | AIADMK | 1,,,
Chitra | Yercaud | AIADMK | 5th Pass,"T.m.tamilselvm | Uthangarai | AIADMK | ? 45,76,885",T.m.tamilselvm | Uthangarai | AIADMK | 0,,,
,"Sundar | Uthiramerur | DMK | ? 3,15,57,810",Sundar | Uthiramerur | DMK | 3,,,
,"Amul Kandhasamy | Valparai | AIADMK | ? 1,97,54,937",Amul Kandhasamy | Valparai | AIADMK | 0,,,
,S Ambethkumar | Vandavasi | DMK | ? NA,S Ambethkumar | Vandavasi | DMK | NA,,,
,"Senthilkumar | Vaniyambadi | AIADMK | ? 2,40,29,751",Senthilkumar | Vaniyambadi | AIADMK | 1,,,
,"Chakkarabani | Vanur | AIADMK | ? 1,61,46,050",Chakkarabani | Vanur | AIADMK | 0,,,
,"Sathan Tirumalaikumar | Vasudevanallur | MDMK | ? 8,32,85,025",Sathan Tirumalaikumar | Vasudevanallur | MDMK | 1,,,
,"S.gandhirajan | Vedasandur | DMK | ? 9,93,25,525",S.gandhirajan | Vedasandur | DMK | 2,,,
,"O.s. Maniyan | Vedaranyam | AIADMK | ? 1,60,87,930",O.s. Maniyan | Vedaranyam | AIADMK | 0,,,
,"M.raja | Veerapandi | AIADMK | ? 3,64,50,974",M.raja | Veerapandi | AIADMK | 0,,,
,"J.m.h.hassan | Velachery | INC | ? 11,78,41,833",J.m.h.hassan | Velachery | INC | 5,,,
,"Karthikeyan | Vellore | DMK | ? 17,61,82,388",Karthikeyan | Vellore | DMK | 4,,,
,"K.p. Munusamy | Veppanahalli | AIADMK | ? 12,35,38,973",K.p. Munusamy | Veppanahalli | AIADMK | 0,,,
,"Na Pugazhendhi | Vikravandi | DMK | ? 52,10,805",Na Pugazhendhi | Vikravandi | DMK | 4,,,
,"Markandeyan | Vilathikulam | DMK | ? 6,22,95,991",Markandeyan | Vilathikulam | DMK | 5,,,
,"Vijayatharani | Vilavancode | INC | ? 9,11,53,377",Vijayatharani | Vilavancode | INC | 8,,,
,"Vetriyazhagan | Villivakkam | DMK | ? 23,27,62,681",Vetriyazhagan | Villivakkam | DMK | 0,,,
,"R Lakshmanan | Villupuram | DMK | ? 19,77,04,524",R Lakshmanan | Villupuram | DMK | 2,,,
,"Vijayabaskar | Viralimalai | AIADMK | ? 61,50,84,428",Vijayabaskar | Viralimalai | AIADMK | 1,,,
,"A.r.r.srinivasan | Virudhunagar | DMK | ? 96,29,516",A.r.r.srinivasan | Virudhunagar | DMK | 3,,,
,"A M V Prabhakar Raja | Virugampakkam | DMK | ? 2,22,76,366",A M V Prabhakar Raja | Virugampakkam | DMK | 6,,,
,"M.r.r.radhakrishnan | Vridhachalam | INC | ? 1,54,44,809",M.r.r.radhakrishnan | Vridhachalam | INC | 5,,,
,"Chitra | Yercaud | AIADMK | ? 1,69,04,643",Chitra | Yercaud | AIADMK | 0,,,
